temperature,humidity,gas_level,water_level,safety_status
25.86394827,61.53226959,163.9648622,38.18428574,Safe
25.0446342,63.00385132,151.7503764,34.62095513,Safe
28.2372859,70.79076653,152.3056564,37.43356741,Unsafe
26.92426532,61.31276759,146.3537615,35.61101653,Safe
26.4500116,69.29236393,151.8807357,30.54249333,Safe
30.91093321,65.94540168,181.8319185,30.33832747,Unsafe
26.0784119,67.47387553,159.6850702,36.30017022,Safe
25.62335808,65.30926458,154.501295,49.23033782,Safe
31.75536692,76.44424761,159.5251717,36.5717993,Unsafe
26.94299208,60.62909394,146.0765469,31.31740675,Safe
23.30295357,67.95327927,149.2771423,33.32691334,Safe
31.36523431,63.09410643,162.6906903,37.46019651,Unsafe
25.7018369,63.59102864,159.8087534,39.00621148,Safe
25.62921659,60.66349318,146.441186,31.1405701,Safe
29.67120279,71.93570251,176.0360831,37.18599282,Unsafe
24.21856724,64.59362935,153.8553152,30.40760351,Safe
24.39338393,63.33785029,159.8780126,31.27943841,Safe
28.69710963,68.37728228,149.4392597,30.87719049,Safe
26.88086412,68.06972396,157.7679355,37.5331785,Safe
26.11017036,64.1382177,162.6539886,39.14104115,Safe
30.47576881,70.48365534,162.8717019,45.05649369,Unsafe
25.38678356,69.44722877,145.0406279,30.21458655,Safe
26.43870844,67.54948387,152.4240254,32.43261731,Safe
28.52929714,65.5507965,166.6353926,32.47576196,Safe
25.16893978,60.46992975,164.4250736,33.66297448,Safe
23.48955078,60.68180788,157.629603,33.49547887,Safe
28.7276512,71.94222442,162.5820374,37.25896682,Unsafe
25.3110993,62.45378439,154.488769,37.52497366,Safe
25.74895488,64.74220615,146.0940706,35.85865366,Safe
28.17888816,64.12569734,162.3878293,34.06135253,Safe
25.95124327,60.55613491,158.9812651,33.78452661,Safe
25.10536737,69.86067668,160.0057897,31.13116455,Safe
31.73507441,70.65323291,174.4238854,36.38451843,Unsafe
23.49318807,62.54730976,151.6685193,42.79377775,Safe
23.59746411,64.04381631,160.2516792,30.13699307,Safe
28.04935556,61.15726097,158.4680844,30.67703374,Safe
23.06693205,67.39227763,154.8810526,31.51602591,Safe
26.06203991,60.57557179,148.4455479,31.59748233,Safe
29.81121113,73.49771277,147.2534163,36.74385515,Unsafe
26.75266276,65.11515149,147.6139439,35.23907203,Safe
24.27346109,63.72259198,150.0425282,39.21062743,Safe
28.33296774,66.96083386,167.3789832,31.41408303,Safe
25.85309603,60.53202091,149.182971,35.97610153,Safe
24.57609079,63.32183385,149.5028796,35.37313264,Safe
31.57773814,70.21844483,145.0161217,33.81493405,Unsafe
24.87577805,69.66143392,159.3613687,32.8707968,Safe
26.53545282,62.80567407,153.401436,42.07550842,Safe
28.89238298,67.06092061,160.2887465,31.55414617,Safe
25.90499013,60.57479049,161.00046,32.37669166,Safe
25.69203163,63.11036718,160.5109301,30.11034259,Safe
28.24203962,71.41281227,179.8207722,39.96475725,Unsafe
26.85647892,61.9850288,149.2217598,30.85890257,Safe
26.49939621,67.27056836,147.2381609,38.71442027,Safe
30.95628908,69.4698814,155.9764706,38.66162154,Unsafe
23.59562178,65.64656446,155.7009085,30.65891386,Safe
25.06558337,69.98232637,150.964262,35.73464428,Safe
30.45209558,77.73528436,151.6117732,36.76769211,Unsafe
23.49439587,62.63044834,148.8810277,33.22249917,Safe
24.22949901,64.36895933,145.3012313,37.46319293,Safe
28.26829807,62.90781369,183.128443,44.18655052,Safe
25.13404401,63.54796188,153.4800352,36.21795756,Safe
26.24985027,65.97511048,150.9159136,31.30226046,Safe
29.33096471,72.08972768,151.8562552,30.79838613,Unsafe
23.71159215,67.08605133,154.5199361,38.2517088,Safe
23.19836359,65.50324853,156.8606334,33.65833557,Safe
29.52857068,63.49646045,162.0887102,37.18584099,Safe
24.99198983,64.53780496,163.6529972,35.98914135,Safe
24.12904066,60.56473994,150.3266955,34.72032798,Safe
29.78457037,75.99943946,171.0948087,34.10222675,Unsafe
25.63708664,65.56497387,149.5767097,39.77645054,Safe
26.34282492,65.10346064,161.9768798,34.28272099,Safe
31.27305764,68.81567917,161.9262261,38.82816636,Unsafe
23.43989714,69.96046984,147.8825772,47.64198393,Safe
23.38242175,62.79026876,158.6878724,30.92129229,Safe
30.7161426,79.09841891,157.7228766,36.64655601,Unsafe
24.16064086,62.43066682,152.6681134,39.99673133,Safe
26.86679565,64.7734426,158.714489,31.20754554,Safe
30.31898618,61.21440428,175.4868687,30.69177499,Unsafe
25.9087309,66.583971,159.6947818,34.83085647,Safe
23.79819922,66.46466125,152.5317383,37.52364022,Safe
28.56935334,72.27636217,158.566916,38.67914161,Unsafe
23.96923874,68.45479971,152.0050909,30.35968846,Safe
26.52660322,68.12048463,147.9077816,38.68054019,Safe
31.81067339,65.8185691,147.9129515,38.99599985,Unsafe
26.53449206,65.3095635,156.7780058,31.67507099,Safe
25.69159026,68.82219141,158.7446924,45.79319558,Safe
31.99159354,70.59012718,182.6973313,34.36530167,Unsafe
26.14157267,63.99777589,148.6673989,31.79592374,Safe
25.94462262,62.64174725,155.9002201,35.2081801,Safe
28.7061987,63.13872474,161.8958768,35.05614099,Safe
23.75647734,61.80788013,162.4032321,35.0030223,Safe
24.58094713,62.77712033,153.040824,30.04240749,Safe
31.57514832,79.7672949,155.2535424,32.4867621,Unsafe
24.65866149,66.852778,145.7112568,39.9961283,Safe
25.76212501,66.71945242,160.76875,39.81743144,Safe
28.80061097,68.91467705,172.6516502,30.47852359,Safe
23.52503391,64.82186106,162.1219873,30.4827587,Safe
24.41251115,63.91600409,148.0481334,36.24814157,Safe
29.45477532,70.15079148,164.3158944,42.01126955,Unsafe
25.35698538,62.11320009,157.2670741,33.78443859,Safe
24.62086059,67.77350035,152.5385216,34.38951458,Safe
29.84560417,61.70305408,159.1949549,35.18071993,Safe
23.00175547,60.7376768,154.6085982,34.66832886,Safe
23.46040038,67.64483724,158.3369113,31.34946761,Safe
31.591467,75.29387965,179.9112079,36.7464558,Unsafe
25.14150322,67.96537998,147.9531412,37.1798884,Safe
24.67154534,68.56928312,149.6776139,32.98953138,Safe
28.4297571,68.16608581,149.749742,31.25257506,Safe
24.85617082,64.19382554,151.9291272,37.79525847,Safe
26.78954572,64.16473844,163.9349972,38.96558352,Safe
28.32093175,79.26594817,157.9408786,35.08603702,Unsafe
24.43208164,69.871289,149.0261658,40.48418943,Safe
24.10579654,61.35466536,162.2978491,36.7348936,Safe
28.20456977,67.14812365,174.3378102,33.6136196,Safe
25.46361811,64.02143421,154.2755613,31.75856921,Safe
24.44738033,60.26052706,148.4931604,32.36589852,Safe
28.83677445,71.13297933,145.1391025,37.13633975,Unsafe
23.92647575,65.08616256,147.0574281,31.99020555,Safe
23.00390729,60.21273537,162.2851442,31.71471186,Safe
28.35518972,62.33407966,156.5334367,38.63413793,Safe
24.51128989,62.34672668,160.6026749,30.59289841,Safe
24.79053113,61.02897965,148.2957996,36.07474941,Safe
31.68952926,74.16418607,174.3305565,32.30996779,Unsafe
23.06271706,65.81809157,147.654099,30.69322769,Safe
26.65425558,60.5446331,152.534452,48.5377515,Safe
30.21247465,67.88676006,149.254089,38.35070334,Unsafe
23.32842963,67.74790168,159.5215493,30.09601239,Safe
26.63238039,63.28503682,148.5501556,33.93689569,Safe
31.59563595,73.49782661,162.320612,32.81948013,Unsafe
25.68415047,66.26443244,162.4192633,35.70141044,Safe
25.08018086,62.59601912,145.803507,30.33174872,Safe
30.896913,68.59550664,184.1805189,33.54899698,Unsafe
25.94394485,64.03789912,155.5323878,34.33779053,Safe
24.79594816,64.28125436,154.2217385,31.72991541,Safe
28.20135105,76.23890319,147.7174095,31.67592302,Unsafe
23.85618907,64.82307277,163.9815591,35.21557717,Safe
24.15786752,67.27598694,149.9305586,32.93565968,Safe
28.75387696,60.18995223,158.2117314,42.32023877,Safe
26.44629232,68.00216537,163.5582738,31.79840229,Safe
24.61644528,65.5014575,152.7792417,30.08621423,Safe
30.88328782,75.14853254,177.128925,32.54136864,Unsafe
23.08665711,65.39550825,150.8209357,31.69821773,Safe
24.45837448,67.31793332,146.5004481,39.41172964,Safe
31.50495562,62.33787787,150.2338509,35.71812767,Unsafe
24.15950688,62.20871691,145.6225059,34.35042156,Safe
26.92733598,66.92568328,150.39157,37.31925225,Safe
31.18993436,72.69231479,148.311977,37.93770125,Unsafe
26.88735636,61.01001099,150.0328523,30.42578292,Safe
25.10208877,61.75922724,162.2102284,31.68716663,Safe
28.91683722,65.78361628,179.9317321,37.64768018,Safe
24.21785209,64.44657314,151.4376098,40.59914536,Safe
25.4221284,69.34043669,161.8373125,35.02488478,Safe
28.16872841,71.56774069,154.6782136,33.05878367,Unsafe
23.84187719,61.78190866,152.3771987,38.12053687,Safe
24.0626469,68.43229924,147.6056622,37.04901373,Safe
28.7870601,66.52330179,147.115299,33.84491916,Safe
23.2125846,62.48906515,154.4212668,34.99702386,Safe
26.54353025,63.32895038,146.869723,36.78915222,Safe
29.03952876,75.79537683,175.2805312,30.39493837,Unsafe
25.57792884,61.47592604,147.8726364,32.22637435,Safe
26.81102804,68.8091802,154.9183053,38.38381489,Safe
30.02824774,68.94083393,158.6406736,30.38764595,Unsafe
23.03601861,61.21311747,147.0340211,36.7546008,Safe
25.78221879,61.32318709,161.2296715,46.65332177,Safe
30.03480638,77.30453661,147.3805392,30.35165965,Unsafe
24.46872112,69.1290364,158.3419503,39.62582996,Safe
26.86590802,69.05955622,150.1399706,31.21926619,Safe
28.42949028,65.12153828,180.5008163,32.39094328,Safe
24.07626899,68.18787368,149.6761798,38.51122678,Safe
24.15742113,68.93982525,161.983458,36.14764655,Safe
28.90143832,79.74400096,159.4429166,30.83767821,Unsafe
24.87607936,65.3757597,155.4452559,32.13350958,Safe
25.56881495,60.88727951,146.4634996,37.43387192,Safe
30.26326812,67.14237832,162.4744528,34.56285629,Unsafe
24.17806367,60.62854647,146.9443803,36.95066781,Safe
24.31472398,69.78097313,153.1787811,38.61907862,Safe
30.43223823,79.11768093,184.9516987,46.50749378,Unsafe
26.88697204,68.8361762,156.1170173,31.82147853,Safe
23.11943239,64.85079135,160.9555696,37.00388272,Safe
29.19288893,60.26999755,163.6600327,30.40991287,Safe
24.55810447,65.29968821,153.3723661,36.06383019,Safe
24.46985115,63.77128887,150.7389953,33.60488271,Safe
28.47614992,73.62127349,158.8746437,31.70348511,Unsafe
25.92562255,69.05780857,149.5643076,37.00551467,Safe
24.68479224,60.02444903,161.8471477,39.01342337,Safe
28.69888724,62.42959202,174.6168355,32.65166023,Safe
23.74890538,68.979075,145.8069292,36.49955449,Safe
24.17568943,63.70727839,153.6575317,37.76062981,Safe
28.8970922,72.29061306,154.9253429,34.02190184,Unsafe
23.03248946,65.96867074,163.0069082,43.17530432,Safe
23.18623804,69.83270588,154.9139481,30.6296685,Safe
30.5766826,63.29959038,155.3977931,33.175835,Unsafe
25.41228084,65.96489022,154.7686522,37.97293221,Safe
25.90456971,65.50794336,155.9234775,30.32988333,Safe
31.80456608,77.37603211,174.076323,33.07819582,Unsafe
25.1620998,68.76964606,164.66858,34.44619869,Safe
23.89790315,65.38240495,148.6224016,30.26798076,Safe
30.91067688,68.24639939,160.5837747,32.41875677,Unsafe
23.69431071,63.42792421,155.8376946,33.84147362,Safe
24.82832727,60.94580879,146.629292,34.07495566,Safe
30.76626675,78.42148757,150.1123956,38.12810097,Unsafe
23.871905,66.40227532,159.0852579,34.3086996,Safe
25.99907797,67.75166096,156.8408915,45.87494473,Safe
29.81387379,62.71845876,168.8751202,32.11105605,Safe
25.0165208,64.62061853,156.4359075,36.21140082,Safe
26.13688154,64.58450967,152.0096093,35.09588708,Safe
30.32357811,76.65896356,164.7966335,38.35915852,Unsafe
24.6359464,68.74127181,159.9283841,33.00484448,Safe
26.66656344,66.20045122,150.6707054,38.21788383,Safe
28.15224859,68.55203501,161.7341063,32.73253114,Safe
23.64583936,69.82591101,148.323973,38.33136121,Safe
24.14409308,61.25848007,149.7089061,31.14841222,Safe
28.87768685,70.03934962,184.1658292,38.3222714,Unsafe
24.99796651,63.7063664,159.4764492,34.2460811,Safe
25.40028154,64.41996685,146.8402731,39.41649193,Safe
29.63295745,62.59855146,158.586138,47.68036573,Safe
24.17767752,65.40122514,154.5560535,31.86952709,Safe
26.99361121,63.23846036,156.202688,33.99545562,Safe
29.93764388,79.12886111,164.1584058,36.32106642,Unsafe
24.40739535,63.55895648,146.4134423,39.46024598,Safe
25.89067829,65.30907883,148.426835,32.545423,Safe
31.7872529,66.36923282,181.5648204,39.10272517,Unsafe
25.42603436,65.78788076,152.3339,31.64388662,Safe
26.78205405,66.88022602,157.471307,36.04682298,Safe
30.69953654,70.3564279,150.1929533,39.84447402,Unsafe
23.95706266,61.08574454,158.2383996,30.30892285,Safe
25.54266538,66.23215538,149.6668486,31.17444758,Safe
31.08530095,61.96862477,148.7263711,34.39162428,Unsafe
25.81371848,68.76658538,158.2751251,44.64018415,Safe
24.19736858,64.77299711,149.3788307,38.24900026,Safe
29.80081995,70.2203713,168.835555,38.77848428,Unsafe
26.24158549,61.1807475,159.9058012,39.37213225,Safe
25.28192865,64.43325684,152.8792362,33.01367777,Safe
29.07564705,66.85203359,159.7657688,38.20340619,Safe
23.853843,65.25071807,149.4904681,30.62246733,Safe
25.94444133,61.95124653,145.2161134,38.33475648,Safe
31.73904715,70.1160157,150.010917,33.03068708,Unsafe
26.50654879,66.74319102,146.2726873,32.32988652,Safe
26.85444195,60.67352638,152.6711407,36.17204134,Safe
30.28163095,61.57037282,183.1951287,34.27364505,Unsafe
26.96046068,69.18981814,153.8495015,31.30338712,Safe
26.18843595,62.92579424,148.8851614,49.48538755,Safe
31.63639563,70.16846871,153.6472887,31.25921545,Unsafe
23.1464757,68.41095242,155.6967307,37.10440713,Safe
25.88960482,60.69427945,145.6194126,33.8045391,Safe
29.27088245,63.04300242,160.6969387,38.7513729,Safe
25.97972528,63.28880831,146.5725137,33.14466071,Safe
26.121951,62.65259105,152.8957099,32.61229588,Safe
29.82099093,77.17618219,184.3736279,31.89111434,Unsafe
24.07952271,67.37898933,164.5256993,39.92630361,Safe
24.10233259,67.41127196,158.2522408,37.85999497,Safe
29.81156794,64.13253726,164.6515572,39.26941393,Safe
25.80445846,60.25874233,155.9019472,34.55140776,Safe
23.98176231,64.85407167,148.9830952,34.0567682,Safe
31.52667819,71.57189446,153.4521617,44.33768806,Unsafe
23.67470937,67.94331548,163.5513277,33.6397321,Safe
24.58289396,67.24001507,148.4325169,38.80643815,Safe
28.82641313,67.42454125,184.0115463,30.70451981,Safe
26.70870432,67.77763588,152.5015199,31.62056129,Safe
25.93057845,61.11625925,164.9721197,31.61051788,Safe
31.11507648,72.69632844,145.5070926,39.97892534,Unsafe
26.53005402,69.6984955,146.378308,31.08275437,Safe
25.58125362,61.36626889,160.0269291,34.2399424,Safe
30.21828984,66.83840964,154.1942056,39.61896413,Unsafe
24.7603224,62.96840368,161.4994666,39.67022996,Safe
23.59567033,62.53761855,146.38374,30.12263589,Safe
30.37605299,74.51759391,179.5828834,36.22353564,Unsafe
25.25023123,66.40287445,147.8820163,46.67735374,Safe
23.66393397,61.21278618,152.1660813,31.05624426,Safe
28.72739347,69.07674759,147.3817214,37.76392451,Safe
24.90772347,60.2361764,152.6058742,36.68228407,Safe
24.97987342,68.30910344,159.0089882,33.07471207,Safe
31.85799472,78.83649835,151.9707095,31.63250648,Unsafe
23.96116371,61.57592243,152.7130886,37.83021043,Safe
25.56928977,64.90423961,152.3064946,34.32359588,Safe
29.07613536,68.579124,176.2209461,39.3365483,Safe
23.70150954,68.86123732,159.469337,32.59958727,Safe
24.40172341,66.62839658,147.5721624,38.27905421,Safe
29.31762902,78.98830923,145.6912488,33.8126275,Unsafe
25.89453094,60.28282737,160.6435601,33.56010912,Safe
23.75447429,63.49566767,149.3419848,42.25777778,Safe
31.84217625,68.93646652,159.1689819,36.05039177,Unsafe
23.72143099,61.02638163,152.4560877,33.91121796,Safe
23.88569944,60.57667464,151.7436216,35.73390014,Safe
29.50248967,75.0733049,167.6383531,38.72543088,Unsafe
25.27887483,60.50347803,151.0228315,37.46607162,Safe
23.40587611,68.62880876,151.9896735,38.3783807,Safe
28.40368794,62.84929678,162.2464871,39.58484678,Safe
26.68810603,68.66731895,159.8534339,30.03796211,Safe
26.81303536,61.54022629,162.4599066,34.75686991,Safe
31.84157668,75.02539512,151.4609312,32.45345459,Unsafe
25.3318352,66.28888361,155.0838282,30.58493046,Safe
23.25979781,66.5889801,158.9404771,35.2267013,Safe
30.72125857,61.8704741,182.9556925,44.2855446,Unsafe
26.05771087,67.67380406,153.2375835,32.44341017,Safe
24.44206646,69.5286931,149.9339879,39.84104708,Safe
30.95473978,74.45661594,161.469918,33.39870347,Unsafe
23.81241402,64.52748149,152.0765487,33.50821759,Safe
23.02990759,64.99752357,149.9768544,32.89777718,Safe
30.87152378,64.46581484,160.3705602,38.1841135,Unsafe
24.21459827,67.39322203,146.4180578,33.33734605,Safe
25.83735264,63.35005378,159.1283661,39.00741334,Safe
30.06032948,71.67444855,180.1309221,33.63920245,Unsafe
24.37752499,62.9420067,150.6920823,31.93913396,Safe
26.50160194,69.49579091,157.3512321,34.74137268,Safe
30.2266208,66.73604424,162.4190677,32.32076698,Unsafe
23.05697659,66.50842866,151.3325029,41.27565186,Safe
23.12441517,60.54716225,155.3841492,37.67392196,Safe
28.38469735,75.99050264,147.8675057,33.6892382,Unsafe
26.85784716,64.31390264,153.277488,37.52628698,Safe
23.80372666,67.98803681,148.1164456,36.28056166,Safe
30.9614518,62.93244814,174.1830327,37.26683757,Unsafe
23.17463381,64.92763016,146.6046509,37.78572359,Safe
26.29150586,65.67266879,164.3210074,37.09642748,Safe
28.09466287,72.27575917,151.0333023,38.13916424,Unsafe
25.40967736,68.5179675,146.7863185,32.4211517,Safe
24.38296304,65.38436543,149.8511213,38.22667365,Safe
29.9283332,66.78144509,147.6775414,31.909829,Safe
23.28439249,69.29128544,158.6550133,37.30227424,Safe
23.03777045,65.88221207,152.6787411,45.69483244,Safe
30.02118832,72.28438827,175.6681735,32.07091052,Unsafe
26.49222085,65.85946994,154.8169034,36.28938085,Safe
24.12205481,65.63384281,154.9793402,32.27005837,Safe
29.60609299,69.16232023,153.4507479,31.75573207,Safe
25.80697045,60.84349058,149.1439327,32.99188704,Safe
24.72264712,61.71742207,156.598611,30.52647721,Safe
30.22684054,77.12363131,154.9898327,30.94761175,Unsafe
24.8996398,61.18715474,145.1659143,36.12797256,Safe
23.25178854,63.60078882,158.6949052,39.80341211,Safe
30.8673175,65.32207103,175.9228941,33.74571413,Unsafe
24.70241663,65.26780884,149.0896183,38.76101734,Safe
25.32516162,61.53017524,153.9635907,36.5603256,Safe
29.10444152,70.92038823,149.1452099,47.09072007,Unsafe
24.61581625,64.57529389,158.0369621,38.45685852,Safe
24.31098512,69.01440644,150.4322225,32.91020856,Safe
30.23491465,60.75937062,156.8790667,38.2807571,Unsafe
23.07925901,69.48577707,156.6472078,37.91013731,Safe
24.65497571,69.98277493,149.6028748,38.63196088,Safe
30.94884274,74.84772098,182.0084301,38.09975008,Unsafe
24.14433119,64.71807392,157.8215558,35.54154704,Safe
23.1448694,69.87962754,163.5964885,34.93768975,Safe
31.31615339,64.55464811,161.0420383,34.4683374,Unsafe
23.42314442,66.15703178,151.1600742,39.23143527,Safe
25.47275277,64.26772365,153.3804149,37.68455743,Safe
31.40642954,78.1704412,152.9722882,36.9426194,Unsafe
25.9106749,68.71631286,164.9740882,40.82727886,Safe
23.3867929,63.96918061,149.1879261,32.04269939,Safe
31.83854409,65.6524,171.7156863,31.77876089,Unsafe
26.82806177,63.14692842,147.657358,30.29274793,Safe
25.13566072,64.28883794,159.4799349,36.12659653,Safe
29.51196256,78.19495544,157.6693265,30.66681662,Unsafe
25.74137154,68.10185862,149.151797,33.13618181,Safe
26.88655044,69.82181149,154.2538175,30.19790425,Safe
28.04863588,62.63922186,160.0270533,38.31189158,Safe
23.11969004,67.59967656,151.7801432,31.98659161,Safe
25.53881593,64.42975485,162.3909145,30.36698975,Safe
31.75099353,70.21929308,179.1412188,35.35371343,Unsafe
24.20109016,67.29048622,152.4622745,31.40666554,Safe
25.10769708,64.7183124,153.3027098,44.75833093,Safe
29.99748871,67.96041884,151.4466626,32.39768948,Safe
23.31781286,65.0316959,147.1734772,39.66638497,Safe
24.10047739,68.93631911,162.8100989,33.05738657,Safe
28.16682139,70.3970525,154.6900184,32.39941318,Unsafe
25.34895515,68.5699335,156.1229826,32.99740435,Safe
24.34092015,65.41499866,156.6662271,31.24895727,Safe
29.37178108,64.68714885,181.9618482,31.2881225,Safe
25.89982086,64.86011626,147.0589263,32.86165414,Safe
23.55445739,64.02785641,160.51212,34.9107049,Safe
30.61137702,76.70985263,161.674887,30.42913397,Unsafe
25.52120204,60.40745315,149.7720122,33.88788369,Safe
25.02962146,61.56642736,147.60534,34.41722534,Safe
28.41060113,63.65355896,161.4130477,47.02288998,Safe
25.1051979,66.15681815,159.325328,38.62271762,Safe
24.17733751,60.17155105,146.5669392,38.7436253,Safe
30.9731608,79.5728963,176.2978655,32.76731306,Unsafe
23.98384258,62.56292518,151.1076904,31.03625985,Safe
23.09687077,63.60533724,162.9111727,34.79451634,Safe
29.17635414,61.55657585,161.451227,33.91105543,Safe
23.76601948,68.94444148,149.8959316,30.31814535,Safe
26.9172595,60.3400798,158.8592161,35.92561121,Safe
29.14307624,79.27884333,155.3677659,33.00809926,Unsafe
25.90314532,63.68762328,164.1634896,33.93956237,Safe
24.44092448,60.20567285,157.1352649,38.31907963,Safe
29.65960648,61.12924411,171.3024018,34.96120843,Safe
25.54705338,61.02985885,152.4311157,44.56438835,Safe
26.29947044,65.21538122,164.0632152,38.93433867,Safe
30.16735687,72.02393353,158.2381929,31.29416113,Unsafe
25.8927818,61.2450895,148.4871897,33.60302819,Safe
25.70591139,61.87313689,145.0078009,34.38219183,Safe
30.00387262,62.25629714,162.8342635,35.50356993,Unsafe
26.16719284,62.7150201,161.7971105,32.87801476,Safe
25.01859958,61.06693698,157.3165194,34.56657678,Safe
31.52724784,71.05645214,169.4965538,33.42457811,Unsafe
25.85012696,60.71280567,163.2935236,34.09146933,Safe
25.02471044,67.87923926,160.9718854,35.91550226,Safe
31.47910292,60.63474765,153.6078145,39.48068221,Unsafe
24.44525472,62.98653807,158.4693718,32.86683414,Safe
26.99466729,62.26054534,161.79773,45.06102486,Safe
30.28420648,70.56258679,148.6343226,35.22057604,Unsafe
25.20997027,62.10668228,150.3372301,32.7784617,Safe
23.65432672,61.97598594,155.0016302,39.43236601,Safe
29.6405234,64.30121199,166.5344075,37.16976389,Safe
23.48503941,69.99690594,148.7532883,30.57356552,Safe
23.2427613,62.83490661,161.4091705,30.84786344,Safe
29.93324802,76.87395541,154.0464588,31.10084512,Unsafe
23.09142173,67.81893224,164.899946,37.65007908,Safe
25.93279194,62.20754154,147.6684525,34.10264662,Safe
31.19741927,69.36078878,151.3194648,35.79840738,Unsafe
26.86318265,68.68645868,157.6937636,34.25336337,Safe
26.52868937,69.01041514,157.2322207,31.97273884,Safe
31.74908153,72.63336941,170.3395781,40.16507878,Unsafe
26.16723444,60.06204395,152.6352939,37.37067357,Safe
24.64734108,62.99503417,146.0228536,34.91498636,Safe
28.07425824,61.35208196,147.6356442,36.52142601,Safe
26.379797,63.70572767,157.6748551,30.329145,Safe
25.84515079,65.90898347,149.3225418,31.27648963,Safe
30.98326624,70.55923733,149.2420273,34.29578347,Unsafe
26.37517885,62.73987153,164.9752443,31.11945622,Safe
23.61629298,62.68395457,151.8379381,33.55479447,Safe
31.94488227,68.48973511,175.7097082,32.09169467,Unsafe
26.40524779,67.14440848,146.3241541,38.60131435,Safe
25.93318787,69.28720574,149.1623229,38.96005788,Safe
30.83816002,77.7238852,162.0525597,34.38968296,Unsafe
25.37860298,61.09876137,146.0911039,44.26193687,Safe
25.51923188,65.89069005,146.1786965,36.06485906,Safe
28.16762408,65.73712971,146.4694669,35.4031068,Safe
23.4403176,67.19882868,147.2005087,39.89354958,Safe
26.6867816,64.43585812,154.6719192,31.68331784,Safe
31.91315908,79.93400018,182.1302142,37.04314152,Unsafe
26.38731357,60.91873745,148.7802846,30.17374326,Safe
25.29483922,68.13660842,163.5095854,35.38304145,Safe
29.46170528,64.2448104,151.827853,33.03388779,Safe
25.56854332,62.56377637,150.0542597,39.68066681,Safe
25.69843986,66.6611232,158.4747412,30.90597447,Safe
